,Accident_Index,Accident Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
863,200901CP00257,9/21/2021,Monday,Auto traffic signal,T or staggered junction,Fatal,51.515716,Daylight,City of London,None,-0.100322,1,3,City of London,Dry,Single carriageway,30,12:20,Urban,Fine no high winds,Motorcycle over 500cc
864,200901CP00258,9/19/2021,Saturday,Give way or uncontrolled,T or staggered junction,Fetal,51.513656,Daylight,City of London,None,-0.10084,1,2,City of London,Dry,Single carriageway,30,13:03,Urban,Fine no high winds,Car
865,200901CP00260,9/17/2021,Thursday,Auto traffic signal,More than 4 arms (not roundabout),Fetal,51.511005,Daylight,City of London,None,-0.087115,1,1,City of London,Dry,Single carriageway,30,13:19,Urban,Fine no high winds,Car
866,200901CP00261,9/15/2021,Tuesday,Give way or uncontrolled,More than 4 arms (not roundabout),Fetal,51.511476,Daylight,City of London,None,-0.077439,1,2,City of London,Wet or damp,Single carriageway,30,19:00,Urban,Raining + high winds,Car
867,200901CP00263,9/15/2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Fetal,51.511911,Daylight,City of London,None,-0.098607,1,2,City of London,Wet or damp,Single carriageway,30,17:34,Urban,Raining no high winds,Car
868,200901CP00264,9/8/2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Fetal,51.513656,Daylight,City of London,None,-0.111938,1,2,City of London,Dry,Single carriageway,30,8:45,Urban,Fine no high winds,Car
869,200901CP00265,9/5/2021,Saturday,Auto traffic signal,Crossroads,Fetal,51.520314,Darkness - lights lit,City of London,None,-0.078941,1,2,City of London,Dry,Dual carriageway,30,6:06,Urban,Fine no high winds,Car
870,200901CP00268,9/2/2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Fetal,51.510456,Daylight,City of London,None,-0.092038,1,2,City of London,Wet or damp,Dual carriageway,30,19:00,Urban,Raining no high winds,Car
871,200901CP00274,10/28/2021,Wednesday,Auto traffic signal,Crossroads,Fetal,51.517408,Daylight,City of London,None,-0.093765,1,2,City of London,Dry,Dual carriageway,30,9:14,Urban,Fine no high winds,Car
872,200901CP00275,10/22/2021,Thursday,Give way or uncontrolled,T or staggered junction,Fetal,51.515334,Daylight,City of London,None,-0.093419,1,2,City of London,Dry,Single carriageway,30,12:26,Urban,Fine no high winds,Car
873,200901CP00277,10/29/2021,Thursday,Auto traffic signal,T or staggered junction,Fetal,51.509024,Daylight,City of London,None,-0.081433,2,4,City of London,Dry,Dual carriageway,30,9:04,Urban,Fine no high winds,Car
874,200901CP00278,10/26/2021,Monday,Give way or uncontrolled,T or staggered junction,Fetal,51.511551,Daylight,City of London,None,-0.087524,1,1,City of London,Dry,Single carriageway,30,9:56,Urban,Fine no high winds,Motorcycle 125cc and under
875,200901CP00279,10/23/2021,Friday,Give way or uncontrolled,T or staggered junction,Fetal,51.511469,Daylight,City of London,None,-0.082484,1,1,City of London,Dry,Single carriageway,30,16:50,Urban,Fine no high winds,Car
876,200901CP00281,10/29/2021,Thursday,Give way or uncontrolled,T or staggered junction,Serious,51.514101,Darkness - lights lit,City of London,None,-0.083959,1,2,City of London,Dry,Dual carriageway,30,19:32,Urban,Fine no high winds,Car
877,200901CP00282,10/28/2021,Wednesday,Auto traffic signal,T or staggered junction,Serious,51.51173,Daylight,City of London,None,-0.104091,1,2,City of London,Dry,Dual carriageway,30,8:03,Urban,Fine no high winds,Car
878,200901CP00283,10/21/2021,Wednesday,Give way or uncontrolled,Private drive or entrance,Serious,51.516422,Daylight,City of London,None,-0.105049,1,2,City of London,Wet or damp,Single carriageway,30,13:05,Urban,Raining no high winds,Car
879,200901CP00284,10/20/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Serious,51.510282,Daylight,City of London,None,-0.086857,1,2,City of London,Dry,Dual carriageway,30,17:45,Urban,Fine no high winds,Car
880,200901CP00285,10/30/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.510703,Daylight,City of London,None,-0.08511,1,1,City of London,Dry,Single carriageway,30,8:50,Urban,Fine no high winds,Car
881,200901CP00286,10/20/2021,Tuesday,Give way or uncontrolled,Crossroads,Serious,51.520453,Daylight,Hackney,None,-0.081962,1,2,Metropolitan Police,Dry,Single carriageway,30,9:10,Urban,Fine no high winds,Car
882,200901CP00287,10/16/2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.50912,Daylight,City of London,None,-0.087338,1,2,City of London,Dry,Dual carriageway,30,12:45,Urban,Fine no high winds,Car
883,200901CP00288,10/15/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.519175,Darkness - lights lit,City of London,None,-0.102917,1,2,City of London,Dry,Single carriageway,30,20:40,Urban,Fine no high winds,Car
884,200901CP00289,10/8/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.510625,Daylight,City of London,None,-0.085834,1,2,City of London,Dry,Dual carriageway,30,18:23,Urban,Fine no high winds,Car
885,200901CP00290,10/8/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.509641,Daylight,City of London,None,-0.080687,1,2,City of London,Dry,Single carriageway,30,14:30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
886,200901CP00291,10/7/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.517683,Darkness - lights lit,City of London,None,-0.105141,1,2,City of London,Wet or damp,Single carriageway,30,18:33,Urban,Raining no high winds,Car
887,200901CP00292,10/6/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.51387,Daylight,City of London,None,-0.075321,1,2,City of London,Wet or damp,Single carriageway,30,8:20,Urban,Fine no high winds,Car
888,200901CP00293,10/5/2021,Monday,Auto traffic signal,T or staggered junction,Slight,51.510594,Daylight,City of London,None,-0.083962,1,1,City of London,Wet or damp,Single carriageway,30,10:07,Urban,Raining no high winds,Car
889,200901CP00294,10/5/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.513312,Daylight,City of London,Pedestrian in carriageway - not injured,-0.079668,1,1,City of London,Wet or damp,Single carriageway,30,16:10,Urban,Fine no high winds,Car
890,200901CP00295,10/2/2021,Friday,Give way or uncontrolled,Crossroads,Slight,51.510918,Darkness - lights lit,City of London,None,-0.087263,1,2,City of London,Dry,Single carriageway,30,23:40,Urban,Fine no high winds,Car
891,200901CP00296,10/1/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.516572,Daylight,City of London,None,-0.103169,1,2,City of London,Dry,Dual carriageway,30,8:10,Urban,Fine no high winds,Car
892,200901CP00297,10/1/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.509454,Darkness - lights lit,City of London,None,-0.080262,1,2,City of London,Dry,Dual carriageway,30,6:40,Urban,Fine no high winds,Car
893,200901CP00304,11/4/2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.513836,Daylight,City of London,None,-0.100832,1,2,City of London,Dry,Single carriageway,30,13:14,Urban,Fine no high winds,Car
894,200901CP00305,11/1/2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.511635,Darkness - lights lit,City of London,None,-0.081612,1,2,City of London,Dry,Single carriageway,30,2:35,Urban,Fine no high winds,Car
895,200901CP00309,12/26/2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.514467,Daylight,City of London,None,-0.089852,1,1,City of London,Dry,Single carriageway,30,11:43,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
896,200901CP00311,12/31/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.51376,Daylight,City of London,None,-0.1017,1,1,City of London,Dry,Single carriageway,30,13:32,Urban,Fine no high winds,Car
897,200901CP00312,12/18/2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.518189,Daylight,City of London,None,-0.103102,1,2,City of London,Dry,Single carriageway,30,11:30,Urban,Fine no high winds,Car
898,200901CP00313,12/8/2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.51614,Daylight,City of London,None,-0.082143,1,1,City of London,Dry,Dual carriageway,30,14:15,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
899,200901CP00314,12/16/2021,Wednesday,Give way or uncontrolled,Slip road,Slight,51.510031,Daylight,City of London,None,-0.08802,1,1,City of London,Snow,Single carriageway,30,10:03,Urban,Snowing no high winds,Car
900,200901CP00315,12/17/2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.513444,Daylight,City of London,None,-0.082257,1,1,City of London,Wet or damp,Single carriageway,30,8:52,Urban,Raining no high winds,Goods 7.5 tonnes mgw and over
901,200901CP00316,12/14/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.513257,Daylight,City of London,None,-0.081832,2,1,City of London,Dry,Single carriageway,30,15:10,Urban,Fine no high winds,Car
902,200901CP00317,12/11/2021,Friday,Auto traffic signal,Crossroads,Slight,51.51604,Darkness - lights lit,City of London,None,-0.081571,1,2,City of London,Dry,Dual carriageway,30,20:40,Urban,Fine no high winds,Car
903,200901CP00318,12/23/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.517593,Darkness - lights lit,City of London,None,-0.105144,5,2,City of London,Dry,Single carriageway,30,22:45,Urban,Fine no high winds,Taxi/Private hire car
904,200901CP00319,12/23/2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.511803,Darkness - lights lit,City of London,None,-0.080884,1,1,City of London,Wet or damp,Single carriageway,30,18:48,Urban,Raining no high winds,Goods 7.5 tonnes mgw and over
905,200901CP00320,12/12/2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.510279,Daylight,City of London,None,-0.086713,1,2,City of London,Wet or damp,Dual carriageway,30,11:09,Urban,Fine no high winds,Car
906,200901CP00322,12/10/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.51512,Darkness - lights lit,City of London,None,-0.102364,1,2,City of London,Dry,One way street,30,21:00,Urban,Fine no high winds,Car
907,200901CP00323,12/2/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.517595,Darkness - lights lit,City of London,None,-0.105288,1,2,City of London,Wet or damp,Single carriageway,30,16:00,Urban,Raining no high winds,Car
908,200901CP00324,12/17/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.513864,Darkness - lights lit,City of London,None,-0.102561,1,1,City of London,Wet or damp,Single carriageway,30,17:10,Urban,Fine no high winds,Car
909,200901CP00325,12/2/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Serious,51.5135,Daylight,City of London,None,-0.09119,1,1,City of London,Wet or damp,Single carriageway,30,8:55,Urban,Raining no high winds,Car
910,200901CP00326,12/3/2021,Thursday,Auto traffic signal,Crossroads,Slight,51.51605,Daylight,City of London,None,-0.082147,1,1,City of London,Dry,Dual carriageway,30,8:25,Urban,Fine no high winds,Car
911,200901CP00327,12/8/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.515723,Darkness - lights lit,City of London,None,-0.084179,2,1,City of London,Dry,Single carriageway,30,16:59,Urban,Fine no high winds,Car
912,200901CP00328,12/3/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.518452,Daylight,City of London,None,-0.102658,1,1,City of London,Wet or damp,Single carriageway,30,9:30,Urban,Raining no high winds,Car
913,200901CP00329,12/10/2021,Thursday,Auto traffic signal,More than 4 arms (not roundabout),Slight,51.510984,Darkness - lights lit,City of London,None,-0.102392,1,2,City of London,Wet or damp,Single carriageway,30,5:15,Urban,Fine no high winds,Car
914,200901CP00330,12/4/2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.513014,Darkness - lights lit,City of London,None,-0.077951,1,1,City of London,Dry,Single carriageway,30,7:27,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
915,200901CP00331,12/9/2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.519985,Daylight,City of London,None,-0.097405,1,2,City of London,Dry,Single carriageway,30,10:00,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
916,200901CP00333,12/8/2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.514069,Darkness - lights lit,City of London,None,-0.104138,1,1,City of London,Dry,Single carriageway,30,23:30,Urban,Fine no high winds,Car
917,200901CP00334,12/8/2021,Tuesday,Auto traffic signal,T or staggered junction,Slight,51.51693,Darkness - lights lit,City of London,None,-0.080957,1,1,City of London,Wet or damp,Single carriageway,30,19:55,Urban,Fine no high winds,Motorcycle over 500cc
918,200901CP00335,12/8/2021,Tuesday,Auto traffic signal,T or staggered junction,Slight,51.510564,Daylight,City of London,None,-0.093186,1,1,City of London,Wet or damp,Single carriageway,30,9:58,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
919,200901CP00337,12/7/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.516628,Daylight,City of London,None,-0.106626,1,1,City of London,Wet or damp,Single carriageway,30,13:25,Urban,Fine no high winds,Car
920,200901CP00338,12/6/2021,Sunday,Auto traffic signal,T or staggered junction,Slight,51.519896,Darkness - lights lit,City of London,None,-0.097409,2,2,City of London,Dry,Single carriageway,30,18:08,Urban,Fine no high winds,Car
921,200901CP00340,12/5/2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.51142,Darkness - lights lit,City of London,None,-0.079459,1,1,City of London,Wet or damp,Single carriageway,30,23:35,Urban,Fine no high winds,Car
922,200901CP00341,12/4/2021,Friday,Auto traffic signal,Crossroads,Slight,51.51604,Daylight,City of London,None,-0.081571,1,2,City of London,Dry,Single carriageway,30,14:58,Urban,Fine no high winds,Car
923,200901CP00342,12/4/2021,Friday,Give way or uncontrolled,Crossroads,Slight,51.515271,Daylight,City of London,None,-0.089531,2,1,City of London,Dry,Single carriageway,30,10:59,Urban,Fine no high winds,Motorcycle over 500cc
924,200901CP00343,11/28/2021,Saturday,Auto traffic signal,T or staggered junction,Slight,51.514664,Daylight,City of London,None,-0.074422,1,2,City of London,Wet or damp,Single carriageway,30,7:38,Urban,Raining no high winds,Car
925,200901CP00344,11/28/2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.512962,Darkness - lights lit,City of London,Pedestrian in carriageway - not injured,-0.096833,2,1,City of London,Wet or damp,Single carriageway,30,3:36,Urban,Raining no high winds,Car
926,200901CP00345,11/27/2021,Friday,Auto traffic signal,Crossroads,Slight,51.516343,Daylight,City of London,None,-0.083576,1,2,City of London,Dry,Single carriageway,30,10:18,Urban,Fine no high winds,Taxi/Private hire car
927,200901CP00347,11/24/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.515157,Daylight,City of London,None,-0.104669,1,2,City of London,Dry,Single carriageway,30,9:55,Urban,Fine no high winds,Car
928,200901CP00348,11/18/2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.513892,Daylight,City of London,None,-0.093191,1,2,City of London,Dry,Single carriageway,30,9:00,Urban,Fine no high winds,Car
929,200901CP00349,11/20/2021,Friday,Auto traffic signal,Crossroads,Slight,51.513385,Daylight,City of London,None,-0.084133,1,1,City of London,Wet or damp,Single carriageway,30,7:40,Urban,Raining + high winds,Car
930,200901CP00351,11/18/2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.508229,Darkness - lights lit,City of London,None,-0.087808,1,2,City of London,Dry,Dual carriageway,30,17:30,Urban,Fine no high winds,Car
931,200901CP00353,11/18/2021,Wednesday,Give way or uncontrolled,Crossroads,Slight,51.508899,Daylight,City of London,None,-0.073801,1,2,City of London,Dry,Dual carriageway,30,8:34,Urban,Fine no high winds,Car
932,200901CP00354,11/16/2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.513176,Daylight,City of London,None,-0.087889,1,1,City of London,Wet or damp,Single carriageway,30,7:05,Urban,Raining + high winds,Car
933,200901CP00355,11/6/2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.518169,Daylight,City of London,None,-0.079752,1,1,City of London,Dry,Single carriageway,30,13:50,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
